beta,timestep_ns,src,dst,baseline_path,da_path,path_changed,baseline_hop_count,da_hop_count,baseline_total_cost_m,da_modified_total_cost_m,baseline_path_da_modified_cost_m,da_path_baseline_cost_m,baseline_physical_rtt_ms,da_physical_rtt_ms
0.1,100000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38263219.38488749,36011573.09716065,36011573.09716065,38263219.38488749,255.2647230697677,255.2647230697677
0.1,100000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41597739.52879321,39271379.452692345,39271379.452692345,41597739.52879321,277.5102469642062,277.5102469642062
0.1,100000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->9->22->35->36->37->38->26->27->425,True,19,20,41597739.5287932,43261239.8902438,43960067.8365728,45407191.968189634,277.5102469642062,302.9241780871594
0.1,100000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29247619.50600976,28241694.545378823,28241694.545378823,29247619.50600976,195.11911474443937,195.11911474443937
0.1,100000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29247619.50600976,30280005.412926577,30280005.412926577,29247619.50600976,195.11911474443937,195.11911474443937
0.1,100000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35614594.21982933,36027362.9690014,36027362.9690014,35614594.21982933,237.5949979357341,237.5949979357341
0.1,100000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35614594.21982933,35429264.95579905,35429264.95579905,35614594.21982933,237.5949979357341,237.5949979357341
0.1,100000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12495629.460857969,12396554.083189808,12396554.083189808,12495629.460857969,83.36186670084922,83.36186670084922
0.1,100000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12495629.460857969,12538465.76830812,12538465.76830812,12495629.460857969,83.36186670084922,83.36186670084922
0.1,100000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4640262.144766193,4509369.861409956,4509369.861409956,4640262.144766193,30.95649687602343,30.95649687602343
0.1,100000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4640262.144766193,4787236.683986807,4787236.683986807,4640262.144766193,30.95649687602343,30.95649687602343
0.1,100000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5017867.846125082,4816967.678022304,4816967.678022304,5017867.846125082,33.47561095833226,33.47561095833226
0.1,100000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5017867.846125082,5234842.062206678,5234842.062206678,5017867.846125082,33.47561095833226,33.47561095833226
0.1,100000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,False,15,15,34271113.83593312,35431097.06261446,35431097.06261446,34271113.83593312,228.63226156231804,228.63226156231804
0.1,100000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,False,15,15,34271113.83593311,33289667.489394628,33289667.489394628,34271113.83593311,228.63226156231798,228.63226156231798
0.1,100000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23284506.699976675,23290548.59685127,23290548.59685127,23284506.699976675,155.33750819026056,155.33750819026056
0.1,100000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23284506.699976675,23127898.146308552,23127898.146308552,23284506.699976675,155.33750819026056,155.33750819026056
0.1,100000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->31->44->57->70->71->72->440,False,8,8,18966933.405299798,18453147.29906877,18453147.29906877,18966933.405299798,126.53375960044863,126.53375960044863
0.1,100000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->71->70->57->44->31->18->364,False,8,8,18966933.405299798,19545004.214464244,19545004.214464244,18966933.405299798,126.53375960044863,126.53375960044863
0.1,110000000000,399,447,399->32->31->30->29->42->55->68->81->94->107->120->133->132->131->130->447,399->32->33->34->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,16,17,38287292.04074175,39593591.56120883,40570118.15382248,41807382.86657286,255.4253185431486,278.90883676982196
0.1,110000000000,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,447->130->131->132->133->120->107->94->81->68->55->42->29->30->31->32->399,False,16,16,38287292.04074175,36036922.21217369,36036922.21217369,38287292.04074175,255.4253185431486,255.4253185431486
0.1,110000000000,425,410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,425->27->28->29->16->3->341->328->315->302->289->276->263->250->237->238->239->240->241->410,False,19,19,41578613.6911543,39254054.263554916,39254054.263554916,41578613.6911543,277.3826531096676,277.3826531096676
0.1,110000000000,410,425,410->241->240->239->238->237->250->263->276->289->302->315->328->341->3->16->29->28->27->425,410->241->242->243->256->269->282->295->308->321->334->347->9->22->35->36->37->38->26->27->425,True,19,20,41578613.69115431,43192585.562229775,43943238.0026833,45336915.432206,277.3826531096677,302.45534350437856
0.1,110000000000,386,424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,386->195->196->197->198->211->224->237->250->263->276->289->290->424,False,13,13,29285395.119633693,28280935.64318634,28280935.64318634,29285395.119633693,195.37112651201983,195.37112651201983
0.1,110000000000,424,386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,424->290->289->276->263->250->237->224->211->198->197->196->195->386,False,13,13,29285395.119633704,30318900.10417652,30318900.10417652,29285395.119633704,195.37112651201988,195.37112651201988
0.1,110000000000,355,401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,355->169->181->180->167->154->141->128->115->102->89->76->63->50->37->24->401,False,16,16,35706804.268836044,36117918.62381621,36117918.62381621,35706804.268836044,238.21015716703616,238.21015716703616
0.1,110000000000,401,355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,401->24->37->50->63->76->89->102->115->128->141->154->167->180->181->169->355,False,16,16,35706804.26883604,35522744.76357134,35522744.76357134,35706804.26883604,238.2101571670361,238.2101571670361
0.1,110000000000,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,12465198.077652862,12365666.541220117,12365666.541220117,12465198.077652862,83.15885036476043,83.15885036476043
0.1,110000000000,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,12465198.07765286,12508319.798606299,12508319.798606299,12465198.07765286,83.15885036476041,83.15885036476041
0.1,110000000000,432,446,432->31->44->446,432->31->44->446,False,3,3,4667409.292861372,4536533.412608089,4536533.412608089,4667409.292861372,31.137603153855004,31.137603153855004
0.1,110000000000,446,432,446->44->31->432,446->44->31->432,False,3,3,4667409.292861372,4814144.783590343,4814144.783590343,4667409.292861372,31.137603153855004,31.137603153855004
0.1,110000000000,394,361,394->31->18->361,394->31->18->361,False,3,3,5018991.748230025,4817888.884688016,4817888.884688016,5018991.748230025,33.48310882610679,33.48310882610679
0.1,110000000000,361,394,361->18->31->394,361->18->31->394,False,3,3,5018991.748230025,5235950.539262813,5235950.539262813,5018991.748230025,33.48310882610679,33.48310882610679
0.1,110000000000,441,436,441->241->240->239->252->265->278->291->304->317->330->343->5->18->31->436,441->241->254->267->280->293->306->319->332->345->344->343->5->18->31->436,True,15,15,34385597.89678751,35500511.06376731,35545638.8649772,34463918.31037922,229.3960170057881,229.9185145636934
0.1,110000000000,436,441,436->31->18->5->343->330->317->304->291->278->265->252->239->240->241->441,436->31->18->5->343->344->345->332->319->306->293->280->267->254->241->441,True,15,15,34385597.89678751,33352895.59055302,33401923.81269327,34463918.310379215,229.3960170057881,229.91851456369335
0.1,110000000000,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,23250195.867659993,23256995.600184206,23256995.600184206,23250195.867659993,155.10861095551638,155.10861095551638
0.1,110000000000,367,366,367->104->105->118->131->144->157->170->183->196->209->366,367->104->105->118->131->144->157->170->183->196->209->366,False,11,11,23250195.867659993,23092368.762426443,23092368.762426443,23250195.867659993,155.10861095551638,155.10861095551638
0.1,110000000000,364,440,364->18->31->44->57->70->71->72->440,364->18->19->20->33->46->59->72->440,True,8,8,18962139.757729035,18425783.77955874,18448397.522822186,19001299.933520477,126.50177982615583,126.76302839826931
0.1,110000000000,440,364,440->72->71->70->57->44->31->18->364,440->72->59->46->33->20->19->18->364,True,8,8,18962139.757729035,19514872.240411233,19539358.552727163,19001299.933520477,126.50177982615583,126.76302839826931
0.2,0,399,447,399->19->18->17->16->29->42->55->68->81->94->107->120->133->132->131->130->447,399->19->20->21->22->35->48->61->74->87->100->113->126->139->140->141->142->130->447,True,17,18,40036604.01522177,39871484.367249556,44966475.703997105,43930134.65256021,267.095471862883,293.07031234628465
0.2,0,447,399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,447->130->131->132->133->120->107->94->81->68->55->42->29->16->17->18->19->399,False,17,17,40036604.015221775,35105272.38980912,35105272.38980912,40036604.015221775,267.0954718628831,267.0954718628831
0.2,0,425,410,425->187->200->213->226->239->240->241->410,425->187->200->213->226->239->240->241->410,False,8,8,18697558.98184062,17667098.20309441,17667098.20309441,18697558.98184062,124.73668688383496,124.73668688383496
0.2,0,410,425,410->241->240->239->226->213->200->187->425,410->241->240->239->226->213->200->187->425,False,8,8,18697558.981840618,19869205.404620618,19869205.404620618,18697558.981840618,124.73668688383493,124.73668688383493
0.2,0,386,424,386->195->196->197->198->211->224->237->250->263->276->289->302->303->424,386->195->196->197->198->211->224->237->250->263->276->289->302->303->424,False,14,14,30747829.403975915,28410364.787257068,28410364.787257068,30747829.403975915,205.12743788888721,205.12743788888721
0.2,0,424,386,424->303->302->289->276->263->250->237->224->211->198->197->196->195->386,424->303->302->289->276->263->250->237->224->211->198->197->196->195->386,False,14,14,30747829.40397591,33085354.088245146,33085354.088245146,30747829.40397591,205.1274378888872,205.1274378888872
0.2,0,355,401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,355->169->181->168->155->142->129->116->103->90->77->64->51->38->401,False,14,14,32034182.872998983,32406628.344935656,32406628.344935656,32034182.872998983,213.70906450888089,213.70906450888089
0.2,0,401,355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,401->38->51->64->77->90->103->116->129->142->155->168->181->169->355,False,14,14,32034182.87299898,31939159.34785811,31939159.34785811,32034182.87299898,213.70906450888086,213.70906450888086
0.2,0,412,406,412->169->170->183->196->209->406,412->169->170->183->196->209->406,False,6,6,13213667.082365327,13025457.352220498,13025457.352220498,13213667.082365327,88.15209809157591,88.15209809157591
0.2,0,406,412,406->209->196->183->170->169->412,406->209->196->183->170->169->412,False,6,6,13213667.082365327,13295293.925322484,13295293.925322484,13213667.082365327,88.15209809157591,88.15209809157591
0.2,0,432,446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,432->222->223->224->237->250->263->276->289->302->315->328->341->3->16->29->42->43->44->446,False,19,19,38360467.36273173,36275943.15779342,36275943.15779342,38360467.36273173,255.913491744557,255.913491744557
0.2,0,446,432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,446->44->43->42->29->16->3->341->328->315->302->289->276->263->250->237->224->223->222->432,False,19,19,38360467.36273173,40434138.293023705,40434138.293023705,38360467.36273173,255.913491744557,255.913491744557
0.2,0,394,361,394->44->31->18->361,394->44->31->18->361,False,4,4,7216817.817853596,7116731.360440936,7116731.360440936,7216817.817853596,48.14542611244474,48.14542611244474
0.2,0,361,394,361->18->31->44->394,361->18->31->44->394,False,4,4,7216817.817853596,7388013.462474479,7388013.462474479,7216817.817853596,48.14542611244474,48.14542611244474
0.2,0,441,436,441->241->240->239->238->237->224->223->222->436,441->241->242->243->230->231->232->233->221->222->436,True,9,10,25601337.190057844,23942924.7075985,29320822.663415857,29155149.31984408,170.7937375132889,194.50222006481616
0.2,0,436,441,436->222->223->224->237->238->239->240->241->441,436->222->223->224->237->238->239->240->241->441,False,9,9,25601337.19005784,21880058.84341679,21880058.84341679,25601337.19005784,170.79373751328887,170.79373751328887
0.2,0,366,367,366->209->196->183->170->157->144->131->118->105->104->367,366->209->196->183->170->157->144->131->118->105->104->367,False,11,11,24051705.554096743,24052741.254225597,24052741.254225597,24051705.554096743,160.45570802249298,160.45570802249298
